Date,Month,Day,Year,Depth,Temp,DO,Chla,Conductivity
15-Jul-10,7,15,2010,22,26.69,91.8,5.276923077,669.9230769
8-Jul-10,7,8,2010,35,26.81,89.00188679,5.747169811,669.9811321
15-May-13,5,15,2013,1,26.99,89.29710145,NA,669.9855072
15-Jul-10,7,15,2010,3,26.67,93.9,NA,670
15-Jul-10,7,15,2010,5,26.68,93.544,7.612,670
15-Jul-10,7,15,2010,6,26.67,93.4,5.2,670
15-Jul-10,7,15,2010,19,26.68,92.1,5.5,670
15-Jul-10,7,15,2010,21,26.68,91.8,5.256097561,670
15-Jul-10,7,15,2010,26,26.69,91.40816327,5.312244898,670
15-Jul-10,7,15,2010,27,26.69,91.325,5.25,670
15-Jul-10,7,15,2010,32,26.68,90.81666667,5.161111111,670
15-Jul-10,7,15,2010,33,26.68,90.55116279,5.493023256,670
15-Jul-10,7,15,2010,34,26.68,90.5,5.45,670
22-Jul-10,7,22,2010,20,26.46,93,5.5,670
22-Jul-10,7,22,2010,23,26.47,92.63636364,5.654545455,670
22-Jul-10,7,22,2010,26,26.46,92.08571429,5.728571429,670
10-Apr-13,4,10,2013,39,27.12,80.5875,5.8625,670
15-May-13,5,15,2013,5,26.99,88.9,5.25,670
15-May-13,5,15,2013,6,26.99,88.875,5.2125,670
15-May-13,5,15,2013,9,26.98,88.5,5.95,670
15-May-13,5,15,2013,10,26.98,88.48148148,5.801851852,670
15-May-13,5,15,2013,13,26.98,88.2,5.9,670
15-May-13,5,15,2013,14,26.98,88.11904762,5.823809524,670
15-May-13,5,15,2013,15,26.98,88.046875,5.94375,670
15-May-13,5,15,2013,19,26.98,87.76086957,6.12173913,670
15-May-13,5,15,2013,20,26.98,87.73333333,6.126666667,670
15-May-13,5,15,2013,25,26.97,87.12307692,5.669230769,670
15-May-13,5,15,2013,26,26.98,87.18481013,5.846835443,670
15-May-13,5,15,2013,27,26.98,87.15,6.036363636,670
15-May-13,5,15,2013,29,26.97,86.8,5.5,670
15-May-13,5,15,2013,30,26.97,86.80617284,5.537037037,670
15-May-13,5,15,2013,34,26.97,86.68695652,5.782608696,670
15-May-13,5,15,2013,35,26.97,86.62162162,5.8,670
15-May-13,5,15,2013,38,26.97,86.36,5.66,670
15-May-13,5,15,2013,39,26.97,86.30357143,5.996428571,670
15-May-13,5,15,2013,41,26.97,86.08823529,5.847058824,670
15-May-13,5,15,2013,42,26.98,86.1,5.554545455,670
15-May-13,5,15,2013,43,26.98,86.1,5.45625,670
15-May-13,5,15,2013,44,26.97,85.52391304,5.610869565,670
15-May-13,5,15,2013,45,26.97,85.47142857,5.671428571,670
22-May-13,5,22,2013,3,27.14,90.36666667,5.5,670
22-May-13,5,22,2013,13,27.13,89.7,6.1,670
22-May-13,5,22,2013,19,27.13,89.1,5.8,670
22-May-13,5,22,2013,25,27.13,88.48,5.74,670
22-May-13,5,22,2013,37,27.02,83.28095238,5.995238095,670
22-May-13,5,22,2013,42,27,83.8,5.45,670
27-Jun-13,6,27,2013,1,26.56,88.13,2.53,670
27-Jun-13,6,27,2013,2,26.56,88.1,3.356,670
27-Jun-13,6,27,2013,6,26.55,87.76666667,6.2,670
27-Jun-13,6,27,2013,7,26.55,87.62857143,6.495238095,670
27-Jun-13,6,27,2013,11,26.54,87.1,6.7,670
27-Jun-13,6,27,2013,12,26.55,87.05909091,6.597727273,670
27-Jun-13,6,27,2013,13,26.54,86.95833333,6.816666667,670
27-Jun-13,6,27,2013,17,26.55,87.12647059,6.75,670
27-Jun-13,6,27,2013,18,26.54,87.03333333,6.89047619,670
27-Jun-13,6,27,2013,21,26.54,86.8,7.1,670
27-Jun-13,6,27,2013,22,26.54,86.76415094,6.971698113,670
27-Jun-13,6,27,2013,25,26.54,85.7,6.45,670
27-Jun-13,6,27,2013,26,26.54,85.89210526,6.736842105,670
27-Jun-13,6,27,2013,27,26.54,85.91333333,6.686666667,670
27-Jun-13,6,27,2013,30,26.54,85.2625,6.958333333,670
27-Jun-13,6,27,2013,31,26.54,85.18095238,6.552380952,670
27-Jun-13,6,27,2013,34,26.53,84.86666667,6.458333333,670
27-Jun-13,6,27,2013,35,26.53,84.5,6.47,670
27-Jun-13,6,27,2013,40,26.53,83.975,6.3625,670
22-May-13,5,22,2013,9,27.14,89.9326087,5.810869565,670.0217391
27-Jun-13,6,27,2013,33,26.53,85.00697674,6.339534884,670.0232558
22-May-13,5,22,2013,14,27.14,89.60175439,6.110526316,670.0526316
22-May-13,5,22,2013,36,27.02,83.4,6,670.0666667
22-Jul-10,7,22,2010,24,26.46,92.60909091,5.736363636,670.0909091
22-May-13,5,22,2013,4,27.14,90.30196078,5.664705882,670.0980392
10-Apr-13,4,10,2013,38,27.11,79.82777778,5.638888889,670.1111111
22-May-13,5,22,2013,1,27.17,90.6,2.225862069,670.137931
15-May-13,5,15,2013,48,26.97,84.17619048,5.707142857,670.1666667
27-Jun-13,6,27,2013,37,26.53,84.6,6.575,670.1666667
22-May-13,5,22,2013,43,27,83.70487805,5.663414634,670.1707317
22-May-13,5,22,2013,31,27.1,86.58367347,5.779591837,670.2244898
15-May-13,5,15,2013,47,26.97,84.08666667,5.726666667,670.2666667
22-May-13,5,22,2013,20,27.13,89.08163265,5.791836735,670.3061224
27-Jun-13,6,27,2013,39,26.53,83.96923077,6.369230769,670.3076923
27-Jun-13,6,27,2013,36,26.53,84.56428571,6.657142857,670.4285714
22-May-13,5,22,2013,8,27.14,90,6.25,670.5
22-May-13,5,22,2013,30,27.1,86.8,5.75,670.5
27-Jun-13,6,27,2013,44,26.51,83.66785714,6.171428571,670.5357143
22-May-13,5,22,2013,26,27.13,88.42916667,5.908333333,670.5416667
8-May-13,5,8,2013,11,27.13,87.78863636,5.759090909,670.5454545
27-Jun-13,6,27,2013,38,26.53,83.97272727,6.445454545,670.5454545
27-Jun-13,6,27,2013,43,26.51,83.66666667,6.12962963,670.5555556
15-Jul-10,7,15,2010,37,26.68,90.26818182,5.340909091,670.6363636
8-May-13,5,8,2013,4,27.14,88.2,5.1,670.6666667
15-May-13,5,15,2013,54,26.95,81.78918919,5.878378378,670.6756757
29-May-13,5,29,2013,48,27.01,77.5475,6.0075,670.725
8-May-13,5,8,2013,5,27.14,88.20232558,5.165116279,670.744186
27-Jun-13,6,27,2013,46,26.51,83.45,6.075,670.75
15-Jul-10,7,15,2010,36,26.68,90.18823529,5.429411765,670.7941176
22-Jul-10,7,22,2010,6,26.45,94.4,5.3,670.8
12-Aug-10,8,12,2010,1,26.05,89.94,7.38,670.8
8-May-13,5,8,2013,17,27.12,87.15915493,5.501408451,670.8732394
22-May-13,5,22,2013,49,26.98,80.63508772,5.70877193,670.8947368
8-May-13,5,8,2013,27,27.12,86.20338983,5.710169492,670.8983051
8-May-13,5,8,2013,22,27.12,86.77980769,5.504807692,670.9326923
29-May-13,5,29,2013,38,27.06,80.63461538,6.467307692,670.9423077
29-May-13,5,29,2013,52,26.98,76.49090909,6.224242424,670.969697
8-Jul-10,7,8,2010,36,26.73,89,6.18,671
8-Jul-10,7,8,2010,38,26.72,88.812,5.672,671
8-Jul-10,7,8,2010,39,26.71,88.81785714,5.992857143,671
8-Jul-10,7,8,2010,40,26.71,88.73333333,5.866666667,671
15-Jul-10,7,15,2010,38,26.66,89.636,5.356,671
15-Jul-10,7,15,2010,39,26.65,89.4962963,5.388888889,671
15-Jul-10,7,15,2010,40,26.66,89.5,5.5,671
15-Jul-10,7,15,2010,42,26.67,89.60243902,5.309756098,671
15-Jul-10,7,15,2010,43,26.67,89.512,5.436,671
12-Aug-10,8,12,2010,5,26.07,88.98823529,8.394117647,671
24-Apr-13,4,24,2013,38,27.19,83.80285714,5.785714286,671
1-May-13,5,1,2013,5,27.22,89.5,5.8,671
1-May-13,5,1,2013,24,27.21,87.93333333,5.833333333,671
1-May-13,5,1,2013,30,27.14,84.25,5.8,671
1-May-13,5,1,2013,31,27.14,84.10392157,5.731372549,671
1-May-13,5,1,2013,36,27.1,82.1,6.15,671
1-May-13,5,1,2013,37,27.1,81.80422535,5.904225352,671
8-May-13,5,8,2013,10,27.13,87.8,5.5,671
8-May-13,5,8,2013,16,27.12,87.2,5.6,671
8-May-13,5,8,2013,21,27.12,86.85,5.85,671
8-May-13,5,8,2013,32,27.11,85,5.5,671
8-May-13,5,8,2013,33,27.11,84.83,5.338,671
8-May-13,5,8,2013,38,27.11,84,5.6,671
8-May-13,5,8,2013,39,27.11,83.74042553,5.755319149,671
8-May-13,5,8,2013,43,27.08,80.6,5.9,671
15-May-13,5,15,2013,52,26.96,82.3,5.7,671
15-May-13,5,15,2013,53,26.95,82.21666667,5.858333333,671
15-May-13,5,15,2013,57,26.91,74.7,5.65,671
22-May-13,5,22,2013,48,26.98,81.46666667,5.366666667,671
22-May-13,5,22,2013,53,26.98,79.6,5.5,671
22-May-13,5,22,2013,54,26.98,79.46862745,5.582352941,671
22-May-13,5,22,2013,58,26.94,76.94444444,5.761111111,671
22-May-13,5,22,2013,59,26.94,77.01960784,5.8,671
22-May-13,5,22,2013,62,26.9,77.55,5.9,671
29-May-13,5,29,2013,5,27.13,90.8,6,671
29-May-13,5,29,2013,10,27.13,90.26666667,6.444444444,671
29-May-13,5,29,2013,15,27.13,89.5,6.1,671
29-May-13,5,29,2013,16,27.12,89.31904762,6.30952381,671
29-May-13,5,29,2013,17,27.12,89.29090909,6.436363636,671
29-May-13,5,29,2013,26,27.12,88.3,6.3,671
29-May-13,5,29,2013,31,27.1,85.4,6.5,671
29-May-13,5,29,2013,32,27.1,84.90727273,6.581818182,671
29-May-13,5,29,2013,37,27.06,80.65,6.4,671
29-May-13,5,29,2013,40,27.06,79.24,6.6,671
29-May-13,5,29,2013,41,27.06,79.36969697,6.660606061,671
29-May-13,5,29,2013,42,27.06,79.4875,6.8875,671
29-May-13,5,29,2013,46,27,77.5,6.65,671
29-May-13,5,29,2013,47,27,77.4,6.53125,671
29-May-13,5,29,2013,49,26.99,76.8,6.3,671
29-May-13,5,29,2013,50,26.98,76.74074074,6.32962963,671
29-May-13,5,29,2013,51,26.98,76.56666667,6.223529412,671
29-May-13,5,29,2013,57,26.96,75.325,6.15,671
29-May-13,5,29,2013,58,26.96,74.71428571,6.242857143,671
29-May-13,5,29,2013,59,26.94,72.24666667,6.086666667,671
5-Jun-13,6,5,2013,2,26.98,87.3,3.8,671
5-Jun-13,6,5,2013,3,26.98,87.17884615,5.563461538,671
5-Jun-13,6,5,2013,7,26.99,86.93617021,5.959574468,671
5-Jun-13,6,5,2013,8,26.99,86.965,5.91,671
5-Jun-13,6,5,2013,12,26.98,86.51111111,6.344444444,671
5-Jun-13,6,5,2013,13,26.98,86.5,6.489130435,671
27-Jun-13,6,27,2013,42,26.51,83.8,6.3,671
27-Jun-13,6,27,2013,47,26.51,83.30322581,5.958064516,671
27-Jun-13,6,27,2013,48,26.51,83.2,5.681818182,671
27-Jun-13,6,27,2013,50,26.51,82.8,6.075,671
27-Jun-13,6,27,2013,51,26.51,82.88076923,6.007692308,671
27-Jun-13,6,27,2013,52,26.51,82.86842105,5.884210526,671
27-Jun-13,6,27,2013,53,26.51,82.775,5.875,671
27-Jun-13,6,27,2013,56,26.5,82,6.025,671
27-Jun-13,6,27,2013,57,26.5,81.69791667,5.658333333,671
27-Jun-13,6,27,2013,59,26.5,80.75454545,5.836363636,671
27-Jun-13,6,27,2013,60,26.5,80.8,5.9625,671
27-Jun-13,6,27,2013,61,26.49,80.47777778,5.855555556,671
27-Jun-13,6,27,2013,62,26.49,80.4,5.9125,671
29-May-13,5,29,2013,27,27.12,88.36938776,6.379591837,671.0204082
5-Jun-13,6,5,2013,18,26.98,86.18333333,6.35625,671.0208333
12-Aug-10,8,12,2010,6,26.07,89.03902439,8.456097561,671.0243902
1-May-13,5,1,2013,6,27.22,89.43606557,6.008196721,671.0327869
1-May-13,5,1,2013,43,27.07,79.35238095,5.679047619,671.047619
5-Jun-13,6,5,2013,29,26.98,85.57272727,5.890909091,671.0909091
29-May-13,5,29,2013,6,27.13,90.7,6.190566038,671.0943396
1-May-13,5,1,2013,12,27.22,88.95135135,6.1,671.1081081
29-May-13,5,29,2013,11,27.13,90.36590909,6.406818182,671.1136364
29-May-13,5,29,2013,22,27.12,89.15185185,6.485185185,671.1296296
5-Jun-13,6,5,2013,28,26.98,85.63684211,6.173684211,671.1578947
5-Jun-13,6,5,2013,27,26.98,85.7,5.966666667,671.1666667
5-Jun-13,6,5,2013,1,26.97,87.38709677,NA,671.1774194
5-Jun-13,6,5,2013,23,26.98,85.98888889,6.025925926,671.2222222
22-May-13,5,22,2013,63,26.89,74.68205128,5.697435897,671.2307692
22-Jul-10,7,22,2010,27,26.46,92.08809524,5.778571429,671.2380952
15-May-13,5,15,2013,58,26.91,76.1,5.32,671.24
5-Jun-13,6,5,2013,19,26.98,86.2,6.357142857,671.2857143
1-May-13,5,1,2013,25,27.21,87.76083333,5.948333333,671.3416667
1-May-13,5,1,2013,19,27.21,88.34767442,5.891860465,671.3837209
5-Jun-13,6,5,2013,22,26.98,85.95217391,6.108695652,671.3913043
5-Jun-13,6,5,2013,35,26.98,85.4,5.78,671.4
1-May-13,5,1,2013,1,27.21,90.12830189,5.054716981,671.4150943
5-Jun-13,6,5,2013,44,26.99,84.72727273,6.145454545,671.4545455
15-Jul-10,7,15,2010,45,26.62,87.978125,5.515625,671.46875
5-Jun-13,6,5,2013,38,26.98,85.11666667,6.133333333,671.5833333
15-May-13,5,15,2013,59,26.9,76.45909091,5.3,671.5909091
1-May-13,5,1,2013,18,27.21,88.26666667,5.966666667,671.6666667
24-Apr-13,4,24,2013,37,27.2,82.72727273,5.809090909,671.7272727
8-Jul-11,7,8,2011,5,26.79,91.45,4.7625,671.75
5-Jun-13,6,5,2013,37,26.98,85.13953488,6.253488372,671.7674419
5-Jun-13,6,5,2013,49,26.99,84.56415094,6.090566038,671.8113208
12-Aug-10,8,12,2010,10,26.07,88.50512821,8.479487179,671.8717949
8-May-13,5,8,2013,44,27.07,80.2225,5.54,671.875
15-Jul-10,7,15,2010,46,26.62,88.11785714,5.607142857,671.8928571
8-Jul-10,7,8,2010,46,26.7,88.39473684,5.826315789,671.8947368
5-Jun-13,6,5,2013,45,26.99,84.725,6.077083333,671.8958333
8-Jul-10,7,8,2010,52,26.69,88.06451613,5.583870968,671.9032258
8-Jul-10,7,8,2010,44,26.72,88.48867925,5.511320755,671.9056604
8-Jul-11,7,8,2011,6,26.79,91.42727273,4.781818182,671.9090909
8-Jul-10,7,8,2010,47,26.7,88.34,5.896666667,671.9333333
12-Aug-10,8,12,2010,11,26.07,88.4125,8.3125,671.9375
10-Jan-13,1,10,2013,12,26.49,94.24230769,6.742307692,671.9807692
8-Jul-10,7,8,2010,45,26.7,88.5,5.675,672
8-Jul-10,7,8,2010,48,26.7,88.3,5.891666667,672
8-Jul-10,7,8,2010,51,26.69,88.084,5.504,672
8-Jul-10,7,8,2010,55,26.69,87.752,5.684,672
8-Jul-10,7,8,2010,56,26.69,87.64615385,6.030769231,672
15-Jul-10,7,15,2010,47,26.59,86.73636364,5.563636364,672
15-Jul-10,7,15,2010,48,26.57,86.56666667,5.613333333,672
12-Aug-10,8,12,2010,15,26.07,88.14897959,8.534693878,672
12-Aug-10,8,12,2010,16,26.07,88.1,8.65,672
12-Aug-10,8,12,2010,20,26.07,87.75686275,8.660784314,672
12-Aug-10,8,12,2010,21,26.07,87.7,8.7,672
14-Jul-11,7,14,2011,2,26.77,91.8,NA,672
14-Jul-11,7,14,2011,3,26.74,91.75,NA,672
22-Jul-11,7,22,2011,1,26.48,87.7,4.6,672
5-Aug-11,8,5,2011,6,26.16,88.92857143,5.404761905,672
5-Aug-11,8,5,2011,7,26.17,88.8,5.3,672
10-Jan-13,1,10,2013,5,26.59,95,6.9,672
10-Jan-13,1,10,2013,6,26.59,94.9,6.548,672
10-Jan-13,1,10,2013,18,26.46,93.7,6.75,672
10-Jan-13,1,10,2013,19,26.46,93.65217391,6.908695652,672
10-Jan-13,1,10,2013,24,26.44,92.4,6.8,672
10-Jan-13,1,10,2013,25,26.44,92.286,6.914,672
10-Jan-13,1,10,2013,30,26.43,91.3,6.8,672
10-Jan-13,1,10,2013,31,26.43,91.13617021,6.565957447,672
10-Jan-13,1,10,2013,37,26.42,88.98867925,6.290566038,672
24-Jan-13,1,24,2013,19,26.53,91.6,6.3,672
24-Jan-13,1,24,2013,20,26.52,90.98541667,6.583333333,672
24-Apr-13,4,24,2013,27,27.26,87.47777778,5.780555556,672
24-Apr-13,4,24,2013,32,27.24,86.45416667,5.854166667,672
24-Apr-13,4,24,2013,33,27.23,86.64210526,5.742105263,672
8-May-13,5,8,2013,45,27.07,80.04666667,5.546666667,672
29-May-13,5,29,2013,21,27.13,89.2,6.45,672
5-Jun-13,6,5,2013,34,26.98,85.43333333,5.866666667,672
5-Jun-13,6,5,2013,48,26.98,84.7,5.95,672
5-Jun-13,6,5,2013,54,26.97,83.35,6.178571429,672
5-Jun-13,6,5,2013,55,26.97,83.40769231,6.130769231,672
5-Jun-13,6,5,2013,57,26.92,81.2,6.6,672
5-Jun-13,6,5,2013,58,26.92,80.55517241,6.246551724,672
12-Jun-13,6,12,2013,4,26.82,87.7,5.833333333,672
12-Jun-13,6,12,2013,5,26.81,87.62894737,5.481578947,672
12-Jun-13,6,12,2013,8,26.82,87.27777778,5.933333333,672
12-Jun-13,6,12,2013,9,26.82,87.30769231,6.038461538,672
12-Jun-13,6,12,2013,14,26.82,87.2,5.9,672
12-Jun-13,6,12,2013,15,26.81,87.106,5.734,672
12-Jun-13,6,12,2013,20,26.82,86.8,5.5,672
12-Jun-13,6,12,2013,21,26.81,86.8,5.663636364,672
12-Jun-13,6,12,2013,26,26.81,86.51818182,6.163636364,672
12-Jun-13,6,12,2013,27,26.81,86.51764706,5.9,672
12-Jun-13,6,12,2013,28,26.82,86.5,5.592307692,672
12-Jun-13,6,12,2013,32,26.82,86.2,5.654545455,672
12-Jun-13,6,12,2013,33,26.81,86.2,5.471428571,672
12-Jun-13,6,12,2013,37,26.82,85.8,5.4,672
12-Jun-13,6,12,2013,38,26.82,85.82727273,5.651515152,672
12-Jun-13,6,12,2013,45,26.82,85.4,5.6,672
12-Jun-13,6,12,2013,46,26.82,85.414,5.938,672
12-Jun-13,6,12,2013,47,26.82,85.3,5.466666667,672
27-Jun-13,6,27,2013,63,26.48,78.2,5.8,672
27-Jun-13,6,27,2013,64,26.48,77.42941176,5.917647059,672
12-Jun-13,6,12,2013,39,26.82,85.78333333,5.9,672.0833333
29-Jul-11,7,29,2011,6,26.39,89.58333333,4.927777778,672.1111111
10-Jan-13,1,10,2013,1,26.64,95.38644068,NA,672.1525424
8-Jul-10,7,8,2010,59,26.69,87.275,5.883333333,672.1666667
12-Jun-13,6,12,2013,52,26.82,84.88461538,5.379487179,672.2307692
12-Jun-13,6,12,2013,53,26.82,84.825,5.225,672.25
8-Jul-10,7,8,2010,60,26.68,87.15,5.886,672.3
8-Jul-11,7,8,2011,10,26.8,90.93888889,4.816666667,672.3333333
14-Jul-11,7,14,2011,5,26.71,91.52222222,NA,672.5
15-Jul-10,7,15,2010,61,26.47,81.81428571,5.294642857,672.6428571
22-Jul-10,7,22,2010,28,26.46,92.20909091,5.672727273,672.7272727
22-Jul-11,7,22,2011,6,26.49,87.04375,5.20625,672.75
15-Jul-10,7,15,2010,57,26.49,83.54615385,5.607692308,672.7692308
17-Jan-13,1,17,2013,31,26.4,84.72,7.35,672.8
12-Jun-13,6,12,2013,58,26.82,83.67115385,5.513461538,672.8461538
10-Jan-13,1,10,2013,43,26.23,77.32380952,6.176190476,672.8571429
27-Jun-13,6,27,2013,67,26.41,66.3875,5.75,672.875
10-Apr-13,4,10,2013,24,27.42,89.92040816,5.673469388,672.9591837
17-Jan-13,1,17,2013,32,26.4,84.32641509,7.303773585,672.9622642
15-Jul-10,7,15,2010,8,26.68,93.1,5.145,673
15-Jul-10,7,15,2010,12,26.68,92.6826087,5.243478261,673
15-Jul-10,7,15,2010,13,26.68,92.62,5.24,673
15-Jul-10,7,15,2010,62,26.47,81.7,5.7,673
15-Jul-10,7,15,2010,67,26.42,77.2,5.25,673
12-Aug-10,8,12,2010,24,26.07,87.56666667,8.333333333,673
12-Aug-10,8,12,2010,25,26.08,87.61538462,8.384615385,673
12-Aug-10,8,12,2010,30,26.08,87.01666667,8.29375,673
12-Aug-10,8,12,2010,31,26.08,86.9,8.1,673
12-Aug-10,8,12,2010,34,26.07,86.25666667,8.2,673
12-Aug-10,8,12,2010,35,26.07,86.27826087,8.434782609,673
12-Aug-10,8,12,2010,40,26.07,85.45,8.4,673
12-Aug-10,8,12,2010,45,26.08,85.8,8.6,673
18-Aug-10,8,18,2010,1,26.03,91.47301587,NA,673
18-Aug-10,8,18,2010,2,26.03,90.8,NA,673
18-Aug-10,8,18,2010,5,26.03,90.5125,NA,673
18-Aug-10,8,18,2010,6,26.03,90.46333333,7.71,673
18-Aug-10,8,18,2010,7,26.03,90.3,7.4,673
18-Aug-10,8,18,2010,10,26.03,90.11025641,7.264102564,673
18-Aug-10,8,18,2010,11,26.03,90.05,7.491666667,673
18-Aug-10,8,18,2010,15,26.03,90.00408163,7.56122449,673
18-Aug-10,8,18,2010,16,26.03,90,7.8,673
18-Aug-10,8,18,2010,19,26.03,89.79583333,7.66875,673
18-Aug-10,8,18,2010,20,26.03,89.7,7.4,673
18-Aug-10,8,18,2010,23,26.03,89.02954545,7.363636364,673
18-Aug-10,8,18,2010,24,26.03,89.0375,7.275,673
18-Aug-10,8,18,2010,29,26.03,88.746875,7.7125,673
18-Aug-10,8,18,2010,33,26.03,88.06595745,7.519148936,673
18-Aug-10,8,18,2010,34,26.03,88.2,7.5,673
18-Aug-10,8,18,2010,39,26.03,87.8,7.457142857,673
18-Aug-10,8,18,2010,40,26.03,87.8,7.7,673
18-Aug-10,8,18,2010,45,26.03,87.4,7.566666667,673
18-Aug-10,8,18,2010,53,26.03,87,7.466666667,673
8-Jul-11,7,8,2011,1,26.61,94.86666667,NA,673
8-Jul-11,7,8,2011,11,26.8,90.85,4.95,673
14-Jul-11,7,14,2011,1,26.79,93.71304348,NA,673
14-Jul-11,7,14,2011,6,26.71,91.5,NA,673
14-Jul-11,7,14,2011,9,26.69,91.22352941,NA,673
14-Jul-11,7,14,2011,10,26.69,91.2,NA,673
14-Jul-11,7,14,2011,13,26.68,90.85714286,NA,673
14-Jul-11,7,14,2011,14,26.68,90.81,NA,673
14-Jul-11,7,14,2011,18,26.68,90.47058824,NA,673
14-Jul-11,7,14,2011,21,26.67,90,NA,673
14-Jul-11,7,14,2011,22,26.67,90,NA,673
14-Jul-11,7,14,2011,24,26.67,89.75,NA,673
14-Jul-11,7,14,2011,25,26.67,89.64090909,NA,673
14-Jul-11,7,14,2011,26,26.67,89.57,NA,673
14-Jul-11,7,14,2011,27,26.67,89.5,NA,673
14-Jul-11,7,14,2011,31,26.67,89.175,NA,673
14-Jul-11,7,14,2011,32,26.67,89.13333333,NA,673
14-Jul-11,7,14,2011,47,26.67,87.4,NA,673
14-Jul-11,7,14,2011,48,26.67,87.4,NA,673
22-Jul-11,7,22,2011,7,26.49,86.9,5.1,673
29-Jul-11,7,29,2011,11,26.39,89.18333333,4.994444444,673
29-Jul-11,7,29,2011,12,26.39,89.1,5.1,673
5-Aug-11,8,5,2011,11,26.16,88.50555556,5.411111111,673
19-Aug-11,8,19,2011,1,26.12,87.35,2.55,673
19-Aug-11,8,19,2011,7,26.12,86.7,5.6,673
6-Dec-12,12,6,2012,1,26.22,89.63636364,6.269090909,673
3-Jan-13,1,3,2013,1,26.59,95.75636364,4.876363636,673
3-Jan-13,1,3,2013,2,26.59,95.65102041,8.112244898,673
3-Jan-13,1,3,2013,6,26.59,95.4,8,673
3-Jan-13,1,3,2013,7,26.59,95.29193548,8.111290323,673
3-Jan-13,1,3,2013,12,26.59,94.9,7.9,673
3-Jan-13,1,3,2013,13,26.59,94.77446809,7.968085106,673
3-Jan-13,1,3,2013,17,26.56,93.6,7.8,673
3-Jan-13,1,3,2013,18,26.58,94.00196078,7.737254902,673
3-Jan-13,1,3,2013,24,26.58,93.1,7.8,673
3-Jan-13,1,3,2013,28,26.53,91.66666667,7.533333333,673
10-Jan-13,1,10,2013,44,26.23,78.10689655,6.05862069,673
24-Jan-13,1,24,2013,13,26.78,95.7,6.2,673
24-Jan-13,1,24,2013,14,26.71,94.108,6.544,673
23-Feb-13,2,23,2013,26,27.21,91.2,6,673
5-Mar-13,3,5,2013,5,27.42,93.9,5.6,673
5-Mar-13,3,5,2013,6,27.42,93.82083333,5.9375,673
20-Mar-13,3,20,2013,1,27.26,91.10181818,6.101818182,673
20-Mar-13,3,20,2013,2,27.27,90.9,6.4,673
20-Mar-13,3,20,2013,3,27.27,90.9,6.376,673
20-Mar-13,3,20,2013,8,27.27,90.6,6.3,673
20-Mar-13,3,20,2013,9,27.27,90.54285714,6.481632653,673
20-Mar-13,3,20,2013,13,27.26,90.1,6.4,673
20-Mar-13,3,20,2013,14,27.26,90.07959184,6.126530612,673
20-Mar-13,3,20,2013,19,27.25,89.6,6.7,673
20-Mar-13,3,20,2013,20,27.26,89.60816327,6.414285714,673
27-Mar-13,3,27,2013,37,27.19,84.4,5.4,673
27-Mar-13,3,27,2013,38,27.19,84.00196078,5.764705882,673
10-Apr-13,4,10,2013,31,27.41,89.05,5.3,673
10-Apr-13,4,10,2013,32,27.41,88.59795918,5.767346939,673
