"KigC100","KigC1200","KigC150","KigC250","KigC300","KigCa35","KigCa65","KigCas0","KigOff0","KigOff120","KigOff40","KigOff80","KigOffSurface","MahC100","MahC200","MahC400","MahCa10","MahCa50","MahCa65","Mahsurface_10","Mahsurface_6","Mahsurface_7","Mahsurface_8","Mahsurface_9","Simplified.Taxonomy","max"
7.478106186,4.243434021,5.487663918,2.277101031,3.444046392,0.164382474,17.81874639,0.076919588,0.064020619,13.30468866,0.116802062,9.241361856,0.084439175,2.557001031,4.546252577,2.545229897,0.188008247,9.234083505,12.45114021,0.076701031,0.088272165,0.144725773,0.11551134,0.086004124,"Actinobacteria",17.81874639
4.443511491,24.74867919,9.346302795,17.56528634,28.87064472,0.012236025,0.045508385,0.007770807,0.008197516,0.044765528,0.006851863,0.038070186,0.009575776,1.41773323,16.60979006,36.23046832,0.010098137,0.031572671,0.786630435,0.024257453,0.03038913,0.070754969,0.021047205,0.02690559,"Actinobacteria",36.23046832
7.179728521,12.30818838,8.65544243,9.92689243,12.34373592,0.001930106,0.020072711,0.000404577,0.00066831,0.009853345,0.000763732,0.000122711,0.000595599,2.153300352,12.88120827,12.33556056,0.001046303,0.002138908,0.490301761,0.000527113,0.00061831,0.000183627,0.000254401,0.000730458,"Actinobacteria",12.88120827
17.99409806,13.59274584,15.40654127,13.13260028,15.84303296,0.002592521,0.068861496,0,0.000248061,0.043417175,0.000140166,0.001125762,9.25e-05,4.910280055,18.07971787,14.79920706,0.000230055,0.005029363,2.486274515,0.000869668,0.000960942,0.000646953,0.000120222,0.000272992,"Actinobacteria",18.07971787
8.360528516,6.119343545,8.478645857,5.743009249,6.810602312,0.001581696,0.026609056,0,0.000291522,0.007717726,6.26e-05,0,0,2.331752794,7.877163006,5.565225241,0,0.001334297,0.747985742,0.001135067,0.00018632,0.001327938,0,0.001031599,"Actinobacteria",8.478645857
381.6599637,270.9338511,289.6106626,354.3934363,228.12913,614.1754305,271.9457921,762.2111874,531.3096605,163.3383674,719.2784937,277.9950542,604.8528279,544.00758,202.9837089,472.0392621,605.0192616,343.8311753,244.9648342,896.0521984,646.6479411,770.7301305,1211.145818,937.0953426,"Actinobacteria",1211.145818
263.170916,191.679972,203.3176147,241.407794,167.2213793,468.5038967,142.4051207,563.460748,415.1629553,86.95661,688.596624,229.473196,522.1560627,368.3982253,132.7520567,282.4227653,437.48474,169.6372407,108.5239267,587.88031,429.7387367,482.5897813,688.9466247,588.4441487,"Actinobacteria",688.9466247
78.04942143,76.2480881,75.00237381,94.95787619,66.06738571,157.1469952,51.46844762,195.0636786,123.8694643,11.61046429,185.1549595,30.45015476,157.4574095,148.4557071,54.70714524,142.229919,193.4345333,72.12425,53.42006429,257.4811738,180.5496667,210.8337286,306.7108833,268.1877429,"Actinobacteria",306.7108833
62.17171591,60.63466136,58.51955682,82.89129318,49.26619773,110.4123591,43.26035227,141.630575,94.14881364,5.669061364,142.0325795,12.2486,120.8628409,87.12471136,40.68551591,101.1767818,137.5600295,50.60155,36.72261136,195.9278977,140.4188455,152.7722182,271.8106773,189.0855818,"Actinobacteria",271.8106773
7.64048,7.132738182,6.729072727,9.242398182,5.619332727,14.69235636,5.612852727,18.17477091,12.71212909,0.8991,20.65228364,2.21134,22.47048727,9.148489091,4.056632727,8.995329091,11.50849818,4.427110909,3.243363636,18.13428364,11.72711455,14.51886909,23.48970727,15.84755273,"Actinobacteria",23.48970727
0.729570795,16.03664878,1.076260245,1.912267278,6.53636789,0.668626911,0.423156728,1.241748471,0.030934251,0.080280428,0.05220474,0.170018196,0.042335474,0.235420336,0.583614985,2.002055963,0.121604434,0.250742508,0.3034737,0.184673089,0.140559174,0.166832722,0.087166361,0.167895872,"Actinobacteria",16.03664878
490.9694523,322.5094354,340.1775354,439.2576046,269.8471738,1024.630295,267.7872446,1135.5137,824.8981908,68.41730769,1440.615537,166.3945846,1091.117848,815.0033877,249.8429308,578.4297062,807.58624,287.6642969,194.3295369,1249.198402,1167.120823,1239.907025,1456.613263,1349.007797,"Actinobacteria",1456.613263
23.98618352,17.68663626,19.24874396,28.39663626,15.49588901,60.29142308,14.66479011,56.22791538,48.53644066,2.041634066,86.46085604,4.813618681,73.86463407,38.4596989,14.0702011,32.93555385,40.26264286,15.3360989,10.15699121,62.53300549,76.58512418,60.50729341,76.7949022,79.03283736,"Actinobacteria",86.46085604
14.12527885,18.02721923,15.56718269,18.44258077,14.63701923,33.07591154,11.56595385,42.98138269,23.96716538,5.452240385,44.15549038,9.394721154,39.23859231,26.03228462,11.29912885,30.53244615,33.51048846,15.65931538,11.57916346,46.96411346,15.56554615,30.84362692,57.42042308,31.94519615,"Actinobacteria",57.42042308
5.4862375,8.214325,7.73456875,7.3778625,5.86785,14.494475,5.12028125,18.37419375,14.9797625,4.51178125,19.9777625,8.7739625,34.40061875,9.36861875,5.104775,9.95474375,11.17924375,8.8472625,6.816425,19.4897625,3.0188375,9.73328125,17.43020625,9.19209375,"Actinobacteria",34.40061875
0.431982842,0.408085255,0.389309651,0.317465952,0.299993566,0.631260322,0.352325201,1.125120643,0.562712332,0.358721448,0.79659571,0.542578016,1.224895979,0.545601609,0.494775871,0.85153941,0.575652279,0.660024397,0.525392493,0.839554424,0.196975871,0.465893029,1.054626273,0.479963271,"Actinobacteria",1.224895979
2.7950601,2.367243142,2.504122943,1.206797756,1.752894264,0.237654364,4.997915212,0.239331172,0.22627182,6.480712219,0.27597207,6.213233666,0.301722195,2.035679302,1.354836658,1.867125436,0.253803741,9.056057606,9.130846883,0.164291272,0.072416209,0.127560599,0.191694015,0.145701995,"Actinobacteria",9.130846883
6.097225911,4.599120243,4.736235223,2.347437652,3.550759919,0.162213765,19.39838502,0.051475709,0.055962348,15.85778502,0.110182186,11.38604049,0.147512955,2.390978543,4.726344939,2.366048178,0.136725101,12.51600769,9.410797166,0.059765992,0.054205668,0.065640081,0.053048178,0.03515668,"Actinobacteria",19.39838502
20.3637402,36.95703333,18.06571569,40.61038235,52.0496598,0.013595098,0.044472549,0.004090196,0.006768627,0.014522549,0.004642157,0.013148039,0.003823529,4.513119608,37.93657157,76.7826951,0.004139216,0.016263725,0.499152941,0.005989216,0.006091176,0.030442157,0.006498039,0.009133333,"CP Eisenbacteria",76.7826951
0.404801923,9.197101282,1.771205128,13.06918397,14.93481667,0.00070641,0.002403846,0.000273077,0.000122436,0.000828205,0,0,0,0.089510256,11.22954808,19.39280064,0,0.003210256,0.035105769,0.000289744,0,0.000338462,0.000447436,0,"Aenigmarchaeota",19.39280064
11.54054118,10.62180706,8.514042353,11.41854588,8.081884706,21.76349118,7.91424,30.76498118,1.775174706,1.220118235,3.098882941,1.248865882,3.807018824,1.888006471,0.954995294,1.239105882,1.867992941,0.796562941,0.683570588,2.774598824,5.083038824,2.137366471,2.34088,3.086950588,"Alphaproteobacteria (non LD12)",30.76498118
4.416083092,5.863327746,4.192542052,5.083725145,3.939663584,7.865901445,3.141657081,15.17559523,13.02649798,0.533329191,13.93994408,0.826795231,12.7418909,11.77282991,5.218236272,8.729109249,10.11447298,4.565515318,3.324234971,9.534567341,4.676415751,6.755208237,9.329852168,10.55206387,"Alphaproteobacteria (non LD12)",15.17559523
3.271174324,2.496245608,2.292882432,2.925244257,1.930530743,8.115275,2.270852703,6.238794595,0.337830068,0.021659459,0.387110811,0.035317905,0.56695473,0.050572635,0.044597297,0.058942905,0.053279054,0.021452027,0.041519257,0.063062838,0.029215203,0.045767905,0.040932432,0.043053378,"Alphaproteobacteria (non LD12)",8.115275
2.979930332,2.134853555,1.857677251,2.521962559,1.743257346,8.400717062,1.813237915,5.148028436,4.113871564,0.230021801,11.25113791,0.488877725,10.38612322,3.247559242,1.253329858,1.97657109,3.254588626,1.406732701,0.875034123,4.754626066,5.368064929,2.668365403,5.699959242,6.989963981,"Alphaproteobacteria (non LD12)",11.25113791
1.084033622,1.455618718,1.187961525,1.228034662,1.043508492,1.929118891,1.370142114,2.356654419,2.521440208,4.706919757,3.696205546,10.58810919,2.452667244,2.430314731,1.448925303,2.208454593,2.395916291,2.345109012,1.313504853,1.178085789,1.054886135,0.715749393,1.974458059,2.275386482,"Alphaproteobacteria (non LD12)",10.58810919
2.571556033,2.767749752,2.115843967,1.711920331,2.276739339,1.75001405,2.455880826,2.35518281,0.882749256,7.137968595,1.335687934,9.389779174,0.99677405,2.167155372,1.290802975,1.727861157,0.959556694,4.038454215,4.279268264,0.641794876,0.528403306,0.55036,0.953691901,0.83266843,"Alphaproteobacteria (non LD12)",9.389779174
11.26374021,28.92594845,16.88254124,11.60311753,19.70901443,1.32553299,63.09735155,1.177537113,0.429748454,108.3420289,1.013959794,99.39099691,0.615374227,16.27013918,12.14645361,16.36319278,2.319402062,99.44254021,46.12669175,0.514681443,0.445447423,0.358330928,0.734031959,0.842871134,"Alphaproteobacteria (non LD12)",108.3420289
7.520787097,4.663567742,5.575232258,2.936190323,5.441087097,0.508141935,7.954383871,0.311516129,0.093112903,10.75989032,0.251806452,11.42849032,0.402587097,4.088093548,5.673841935,4.725045161,0.489419355,11.85197419,13.24229355,0.154796774,0.141741935,0.085319355,0.218774194,0.238103226,"Alphaproteobacteria (non LD12)",13.24229355
0.589050256,1.07046,0.652413333,0.529252821,0.638440513,0.164641538,3.275417949,0.166252308,0.093745641,5.900887692,0.186151795,2.410337949,0.213193846,1.043814872,0.666311795,1.08717641,0.127216923,9.797610769,1.782509231,0.176385641,0.284200513,0.150752821,0.372017436,0.187047179,"Alphaproteobacteria (non LD12)",9.797610769
0.018837135,0.042000531,0.010512732,0.01041618,0.032423607,0.005240849,0.010891247,0.021388064,0.003035013,0.006212202,0.00355756,0.009661008,0.004005305,0.097749337,0.16985305,11.1639,0.009812997,0.034961538,0.067637931,0.012918037,0.013256764,0.015477719,0.021240318,0.007987268,"Alphaproteobacteria (non LD12)",11.1639
16.35387766,5.522932742,11.17988664,2.6183526,6.089593853,0.088105437,2.450083688,0.0849,0.063279551,2.642096099,0.070446217,0.446093381,0.081608629,6.72116253,7.476425887,2.754403073,0.051580851,0.400231087,27.35147577,0.063551537,0.050778723,0.08772695,0.069882388,0.058111111,"Alphaproteobacteria (non LD12)",27.35147577
36.84748254,12.03844608,23.52237536,6.947436464,13.78850696,0.079796464,7.186014365,0.044638343,0.022726409,6.970598895,0.032769392,1.079413591,0.042465193,14.37974431,17.05287492,6.021173149,0.030611934,1.172366409,58.74919403,0.036948066,0.031515691,0.062443536,0.04392221,0.027739337,"Alphaproteobacteria (non LD12)",58.74919403
95.14040864,67.98414444,76.83136543,75.4218963,49.61050741,182.7664358,48.88592716,252.8207247,117.7076704,116.6583667,332.7989556,174.5605704,231.8108222,153.4419728,43.57322099,73.62604321,123.3332358,95.88751481,37.43952593,222.3489136,152.336737,196.7972728,200.1470506,201.7461914,"Alphaproteobacteria (non LD12)",332.7989556
20.27825367,21.32197458,17.54371412,22.89676554,15.15267458,43.06734802,10.5781322,60.41857232,40.67777175,1.370039548,56.93648588,3.036906215,44.78077571,40.97494011,16.10417966,27.4556113,39.74320169,15.18952542,11.45557119,50.93786497,25.52377232,41.31729209,48.02412768,54.36474689,"Alphaproteobacteria (non LD12)",60.41857232
1.720841274,2.641670165,2.066056132,2.003643396,1.940913679,4.640338208,1.450452241,5.630728656,6.077042925,0.206367099,7.701030071,0.231757665,6.589664033,2.961139269,1.515979245,1.988304363,2.725976533,1.097514741,1.095082901,2.623029009,0.926311203,2.058012972,2.872922995,2.048123585,"Alphaproteobacteria (non LD12)",7.701030071
5.867842034,1.765542034,3.825713898,0.86805661,1.966762373,0.024006102,0.869251864,0.024587119,0.021930847,0.888632542,0.018312542,0.129294576,0.02423322,2.393439661,2.418888475,0.873785085,0.013838644,0.116107458,9.305580678,0.017937288,0.009972203,0.02325322,0.015017288,0.010830847,"Alphaproteobacteria (non LD12)",9.305580678
12.35742678,2.81499071,7.999307104,1.945679235,3.996985792,0.028069399,1.13204918,0.018621858,0.011421311,1.225719126,0.01817541,0.314354645,0.022145355,5.586584699,7.317488525,2.131879235,0.017208743,0.286354098,19.62260601,0.018653005,0.013712568,0.015591257,0.022295082,0.012917486,"Alphaproteobacteria (non LD12)",19.62260601
15.48503562,4.27945181,9.272533905,2.011597905,4.936887048,0.028052,2.278806857,0.016307048,0.010087619,2.360537524,0.011624381,0.441965524,0.018923619,5.756781333,6.034195048,2.007033143,0.018703429,0.491268381,22.63159981,0.012867619,0.009784762,0.018846286,0.01461219,0.012059619,"Alphaproteobacteria (non LD12)",22.63159981
3.620819139,0.72891866,1.583752153,0.457120096,0.939250239,0.011769856,0.428958373,0.006444498,0.003270813,0.422111483,0.004844976,0.068930144,0.006968421,1.160694737,1.098161722,0.463985167,0.003793301,0.077194737,4.899859809,0.007535407,0.006339713,0.010683732,0.006999522,0.005592823,"Alphaproteobacteria (non LD12)",4.899859809
5.543093421,1.459077632,3.1964375,0.690530263,1.671105921,0.010907237,0.801432237,0.005103289,0.008422368,0.811423026,0.003607895,0.155780263,0.008205263,2.064469737,1.866028947,0.704440132,0.004165789,0.130785526,7.6934625,0.005616447,0.006578947,0.012409868,0.008088158,0.004775658,"Alphaproteobacteria (non LD12)",7.6934625
14.05677813,23.56570104,16.58263438,18.934675,17.08380104,34.17294375,13.42173542,51.16546667,14.09249479,12.36577917,20.48271563,30.05525104,14.33548125,39.10025833,20.42027813,31.21925208,37.53417813,17.79593854,15.75210104,27.70720208,11.23974688,19.81340313,28.98999896,24.42505625,"Alphaproteobacteria (non LD12)",51.16546667
3.673131185,5.966069045,3.987872152,4.714218987,4.121876755,8.770844419,3.480779402,12.0485038,5.208611277,2.480203913,5.680144879,4.555450633,4.637109896,6.311397238,3.468555236,5.740014845,5.945669045,3.912370426,2.663724971,5.750210357,1.748620944,4.672036824,5.871904488,3.816160875,"Alphaproteobacteria (non LD12)",12.0485038
0.889464055,1.454270507,0.915332719,1.010226728,1.059168203,1.536057143,1.089156682,2.145651152,11.93798065,1.333694931,14.13195899,1.287107834,11.40453041,1.284798157,0.765178802,1.432817972,1.148299078,1.303832719,0.873276498,2.047063134,1.633,1.363835484,1.580069585,1.027131797,"Alphaproteobacteria (non LD12)",14.13195899
1.363726434,12.55974289,3.212289027,4.191401995,7.986609975,1.406725935,1.423792519,0.936847382,0.123371072,0.130467082,0.18256384,0.200466833,0.149658853,0.356832419,0.95289601,17.27919701,0.193016459,0.391591521,0.502970823,1.616865586,0.738537157,0.298688529,0.24675611,0.307233666,"Alphaproteobacteria (non LD12)",17.27919701
5.412510452,8.349387006,5.259360734,3.220908475,4.675839831,0.307137288,24.62710141,0.313901695,0.112158192,41.27136158,0.229375706,24.99797147,0.143590395,6.812693785,5.840949435,5.615179661,0.78919435,31.82775565,18.53211412,0.188349718,0.158474576,0.146406497,0.220835028,0.251286441,"Alphaproteobacteria (non LD12)",41.27136158
5.000860976,7.260144715,5.095477236,3.28914878,6.026607317,1.17132439,14.34680244,0.933560976,0.328702439,22.55573333,0.589856098,25.65480488,0.4159,4.778078049,3.827431707,4.552880488,0.999721951,15.86546992,13.86118374,0.318578862,0.309373984,0.304527642,0.470933333,0.501039837,"Alphaproteobacteria (non LD12)",25.65480488
11.83722519,18.77165725,16.33733969,15.77672443,11.7404542,26.19731145,11.2258542,48.38164198,49.41389618,0.405736641,43.75735725,0.839855725,45.20950458,22.81875725,9.775052672,12.69121908,24.96671221,9.244607634,6.675081679,39.88148626,11.24766794,27.05367099,22.55310534,21.12446947,"Alphaproteobacteria (non LD12)",49.41389618
7.864238983,13.06471356,9.260011864,10.54622034,8.454662712,14.65312203,8.158884746,28.50855932,11.60951186,4.816938983,13.85262373,6.705789831,10.27660508,23.14049831,9.719111864,18.1831322,23.1044661,12.29585085,9.707886441,25.67402712,12.22685085,17.13487966,23.37349322,25.17975763,"Alphaproteobacteria (non LD12)",28.50855932
7.678894803,11.84360225,7.481733006,9.350868118,8.104826685,17.33143216,5.631329213,25.82078301,15.28329157,1.172288062,16.8373368,1.957059129,13.67009115,20.46589354,10.74472598,17.36240562,17.66618764,7.998298455,6.150817556,15.59201629,5.72924059,11.47494888,15.27178427,14.04116756,"Alphaproteobacteria (non LD12)",25.82078301
4.229089796,4.952898469,4.262241837,5.037028571,3.247117347,7.702857653,2.990656633,13.38395,11.54889286,0.54879898,12.13875051,1.119142857,11.65972296,6.589479592,2.719192857,4.307065306,6.335625,2.507438776,1.814358673,8.410903061,4.418089796,7.645295918,7.690114286,6.682616327,"Alphaproteobacteria (non LD12)",13.38395
4.780972152,7.966337468,4.931658987,4.392286076,5.451942532,3.619586835,15.65446734,4.891729367,1.044467342,18.76994025,1.517134177,26.49686987,1.133591646,6.873649873,5.141798228,6.637850127,3.519718481,17.96080759,10.68612987,1.273454684,0.678675443,0.883413418,2.182747089,1.543026835,"Alphaproteobacteria (non LD12)",26.49686987
4.242123832,7.897543925,4.796786916,4.007985047,5.670027103,2.314140654,16.39629159,2.599438318,0.522833178,25.75536495,1.051883645,35.34376916,0.668761682,5.703426168,4.670900935,6.075591121,2.252408879,23.37055374,9.754430374,0.535765888,0.535373364,0.363007944,1.026509813,1.030165888,"Alphaproteobacteria (non LD12)",35.34376916
8.077799094,11.40910242,8.217270997,5.393364048,7.545831722,2.40198429,24.99514169,2.273635045,0.457587915,44.77573082,0.869945921,55.475,0.635480665,10.70510574,9.907780363,9.585473414,3.107633837,39.0970139,20.7849565,0.767664653,0.568555287,0.551468278,1.122370091,1.21717432,"Alphaproteobacteria (non LD12)",55.475
1.595209452,2.560270822,1.66479589,1.595689863,1.877560548,1.369695342,3.735229041,2.178831507,0.515299452,7.094007945,0.789568356,11.47503849,0.481969178,2.199686438,1.199439178,2.139069178,1.465425342,5.152433699,3.924353288,0.733187123,0.454034932,0.539791644,1.125880411,0.891610274,"Alphaproteobacteria (non LD12)",11.47503849
2.006359514,3.769205668,2.416410931,2.120545344,2.861959919,1.384614575,5.219502834,1.895599595,0.358678138,11.17797126,0.627729555,21.54152955,0.476865587,2.898194332,2.570206883,3.471633198,1.66217247,7.895284211,3.286141296,0.280046964,0.232333198,0.205474089,0.702095951,0.401397166,"Alphaproteobacteria (non LD12)",21.54152955
4.739768554,8.203008048,4.983415499,3.855422057,5.327547094,1.885482861,20.05658897,1.828977198,0.547671982,37.64063383,0.97371848,37.93142891,0.707055142,6.933055291,5.843318182,6.65276617,1.90106304,26.80231848,17.58191028,0.729866766,0.544325931,0.569220119,1.02960149,1.118189568,"Alphaproteobacteria (non LD12)",37.93142891
2.812968705,4.238916547,3.174685971,2.239849281,2.980359712,1.523856115,7.079304317,1.776368345,0.384233094,13.31642554,0.553607914,18.56848453,0.431544245,4.269484173,3.670359353,4.02993741,1.745303597,12.04379029,8.18790036,0.619578058,0.366086331,0.479923741,0.866521223,0.745428777,"Alphaproteobacteria (non LD12)",18.56848453
2.549696341,5.095857317,3.190398171,2.514292073,3.62119878,1.253264024,11.29108232,1.42675,0.317554878,17.52453293,0.663298171,22.80101341,0.420612195,3.589490854,2.742940244,3.694617683,1.275753659,13.36947927,8.461987805,0.354945122,0.372316463,0.251042683,0.631195732,0.681871951,"Alphaproteobacteria (non LD12)",22.80101341
4.182452281,9.770326667,6.042683509,3.943836842,6.918261053,1.452032982,16.4772586,1.378348772,0.504362105,27.13606035,0.755249474,40.39005614,0.518822456,6.776265965,5.647837544,6.860315789,2.068641053,27.17436561,11.40377825,0.469097895,0.362355439,0.293773333,0.673253684,0.607710526,"Alphaproteobacteria (non LD12)",40.39005614
1.082254668,1.90222832,1.282152593,1.06782749,1.480037863,0.753802178,3.2220639,1.051014315,0.267906846,6.537814627,0.414734232,11.36244388,0.282368672,1.373619502,1.104879668,1.452428631,0.652588174,4.186754357,2.366422614,0.258662344,0.1778889,0.232557365,0.421380809,0.26572334,"Alphaproteobacteria (non LD12)",11.36244388
1.416320044,2.734519824,1.722020044,1.238897797,1.995755507,0.846929295,4.852379075,0.778418722,0.251715198,7.697140308,0.540501982,13.21760485,0.412532819,1.82625815,1.313448018,1.781776652,0.690951322,6.555922247,3.452772247,0.826523568,1.20791674,0.794449559,0.761030837,0.788111674,"Alphaproteobacteria (non LD12)",13.21760485
0.676269899,1.215140095,0.844809698,0.734551685,1.106252099,0.647917859,1.109110822,0.765378593,0.249058131,2.961302543,0.304804554,8.484608279,0.240546363,0.903410585,0.701451685,0.973246127,0.627040863,1.42450408,0.949755707,0.33439249,0.225170727,0.342246481,0.423820875,0.299973152,"Alphaproteobacteria (non LD12)",8.484608279
1.519555093,3.723626698,2.103314506,1.438189506,2.51221713,0.567901543,7.690873302,0.673401389,0.168929012,14.25874907,0.291731944,11.21945988,0.220473611,2.836150309,2.160231327,2.507416358,0.823481173,11.42667778,6.381942284,0.330186111,0.248757253,0.303092747,0.398328858,0.384759568,"Alphaproteobacteria (non LD12)",14.25874907
2.935994444,4.341658642,3.197210494,2.258687654,3.365674691,0.604304321,10.9774358,0.666998765,0.263672222,15.76011173,0.45383642,23.45729383,0.29309321,3.073717901,2.745550617,3.250623457,0.802625309,12.39796852,8.402062963,0.326587654,0.252858642,0.283761728,0.435644444,0.413609259,"Alphaproteobacteria (non LD12)",23.45729383
0.9765375,1.756435243,1.137427257,0.781965017,1.16662474,0.297818576,3.409209288,0.254590365,0.062853212,6.745937066,0.112730556,8.510115191,0.087464757,1.50130625,1.434953472,1.448633073,0.55134783,5.471955382,2.648242101,0.149319184,0.104687326,0.106093576,0.176973698,0.166897743,"Alphaproteobacteria (non LD12)",8.510115191
14.49047033,4.306144066,4.483026641,2.098520328,4.058547096,0.238007702,8.151804419,0.187814646,0.068579672,13.06725013,0.166046086,9.061263131,0.110916414,5.638268939,3.579593308,3.43090101,0.251992172,6.13195947,22.35699697,0.069597854,0.0915375,0.075901641,0.107661111,0.122211111,"Alphaproteobacteria (non LD12)",22.35699697
