"","KigC100","KigC1200","KigC150","KigC250","KigC300","KigCa35","KigCa65","KigCas0","KigOff0","KigOff120","KigOff40","KigOff80","KigOffSurface","MahC100","MahC200","MahC400","MahCa10","MahCa50","MahCa65","Mahsurface_10","Mahsurface_6","Mahsurface_7","Mahsurface_8","Mahsurface_9"
"Betaproteobacteria",69.6374734012692,25.6016832872692,33.7570691174615,20.76028044,21.4678569171154,27.0509285081923,29.5471572503846,32.2689984355,20.5317042522308,30.3083927556538,28.2688469547308,33.3856938196538,27.1068496230769,40.1614190186538,23.2370596574615,23.3006369295769,19.1979209849615,35.9054644575,77.640728041,27.1886220940385,14.6398711949615,26.5575249038846,26.1352753288077,24.7545642758077
"Calditrichaeota",6.03438350733333,7.22701591,4.79446694466667,10.077179495,8.925329276,0.0530271473333333,0.280520239666667,0.085815658,0.0473354793333333,0.360517184,0.0537915166666667,0.0277909446666667,0.0576361296666667,1.07421903266667,9.780821215,12.4659657876667,0.0468439173333333,0.0574660536666667,4.58842689633333,0.071117842,0.030919227,0.0452361743333333,0.0413700323333333,0.0464582663333333
"Chlamydiae",6.503716061,5.11680688577778,4.03127164033333,4.47999337833333,3.67675330888889,14.4418679184444,4.77866089544444,15.0003950532222,3.36194599611111,3.42386370622222,5.77360414133333,2.30853539833333,4.86066037655556,6.61439823311111,2.885188532,3.85677855311111,5.00647891244444,4.11540451544444,2.220506087,7.533371145,6.30111077111111,6.342191789,7.76057286311111,6.12171490388889
"Chlorobi",895.7187475,112.09252285,379.8519815,66.23143636,135.0812491,0.107869202,2.209475532,0.0135389255,0.0071399255,0.4554649785,0.0076615425,0.007409713,0.00631167,234.3384655,77.433170925,29.995857415,0.0154903405,0.018935266,21.3587185,0.0122423085,0.0149294895,0.016858851,0.013954202,0.0174553085
"Chloroflexi",15.9649425896735,24.6619865363878,16.9031072347143,22.8073028607755,25.522846922551,0.342725682857143,6.33240618014286,0.192642843061224,0.172093107306122,10.7164783963061,0.214236116102041,17.2865610585306,0.250682701469388,5.34251165746939,28.4435220013061,27.5000907837959,0.266914124653061,5.75674994081633,5.55801319636735,0.11129671622449,0.0952486752857143,0.123491747714286,0.159924809469388,0.109518205979592
"CP Aminicemantes (OP8)",4.599982123,6.8860476886,7.1614373252,9.2688854034,9.2711394954,0.001795718,0.0151866802,0.0014511778,0.0009694386,0.0113912568,0.0010259688,0.0079051766,0.0024266006,1.1313887036,10.7743100996,12.615811387,0.0024163612,0.0071056096,0.2446745338,0.0072901894,0.0054493796,0.022653471,0.0038655054,0.0046349608
"CP BRC1",0.09983778,9.510433751,0.239345479,0.845412175,2.763739302,0.059180483,0.023037243,0.03719803,0.017324709,0.003029902,0.019682722,0.004402238,0.018855416,0.032715667,0.745165354,5.878357475,0.015215219,0.009216294,0.016125246,0.01367538,0.00652838,0.025196329,0.009272426,0.023520322
"CP Eisenbacteria",24.31824612,18.76279776775,19.738252745,25.54687756425,29.743244495,0.012721194,0.05478653825,0.00688929825,0.00645404725,0.020821056,0.00682617225,0.01892761825,0.006762033,4.8657518705,31.857293185,37.9756404175,0.00605508725,0.020429742,1.0025649995,0.00925666025,0.0082355925,0.02353432125,0.00792473875,0.0086470595
"CP Gottesmanbacteria",4.595548875,15.36397653,8.850062379,19.14900418,17.925509,0.001596785,0.010006109,0,0.001048875,0.002337621,0,0.000409003,0,1.297828296,17.68051061,20.38656559,0.001204823,0.00306045,0.192814791,0.001402251,0.001338907,0.002170096,0.000160772,0.000119293
"CP Gribaldobacteria",0.391355294,5.459035294,1.108836471,5.041428824,6.400976471,0.000838235,0.001569412,0,0.000117647,0.006520588,0,0.000872353,0,0.094735294,4.969052941,8.823738824,0,0.00765,0.025937059,0.001007059,0.000221765,0.003232353,0,0.000561176
"CP Handelsmanbacteria",2.234647177,4.97472379,3.848743548,2.936429435,2.731241532,0.272392742,21.74393871,0.044262903,0.015614919,34.66186895,0.08175121,21.3661879,0.016574597,3.827354435,4.341195161,4.578240726,0.60106371,25.09406169,9.276533871,0.012054435,0.022994758,0.010622984,0.048496774,0.015510081
"CP Harrisonbacteria",5.10795,7.269641667,5.840125,3.031825,4.080866667,0.626225,21.75055833,0.489375,0.259558333,53.96006667,1.357083333,28.904475,0.686475,5.038791667,3.993933333,5.084366667,0.676558333,34.86551667,12.901325,0.257816667,0.559516667,0.187966667,0.305991667,0.447341667
"CP Hydrogenedentes",3.659591393,0.474263443,1.038356383,0.443261509,0.764267602,0.012447485,0.090905899,0.012809381,0.008602418,0.120172534,0.009645068,0.094587234,0.011637137,1.348861605,1.06503559,0.649667118,0.012870696,0.083582592,7.689124371,0.00826499,0.01126528,0.01133588,0.011065764,0.005625629
"CP Kaiserbacteria",25.063324255,5.66562656,10.248888525,3.5429099005,5.510581455,1.6262024735,3.806314377,2.016887993,1.2843013665,4.247577776,1.628355135,3.182543039,1.3281502885,9.93747521,6.12669524,4.318015701,1.131652445,2.359576847,39.726724325,1.090947445,0.815078299,0.999246256,1.267720516,0.7990827795
"CP Liptonbacteria",2.279564286,4.458214286,3.185864286,2.553971429,2.580657143,0.033028571,17.0154,0.008435714,0.00105,35.17232857,0.016528571,10.23382143,0.01035,4.649042857,3.787514286,5.400228571,0.217714286,32.95292143,8.851042857,0.020878571,0.025785714,0.020092857,0.006385714,0.016714286
"CP Moranbacteria",9.271620952,2.337858095,11.07969619,2.167248571,2.850106667,0.002739048,0.051187619,6.57e-05,0.00017619,0.023,0.000110476,0.008311429,0,1.794405714,2.45724,1.505814286,0.000738095,0.011124762,0.662182857,0.000290476,0.000502857,0.000474286,0.000213333,0.000330476
"CP Nealsonbacteria",1.5762520895,8.1378002045,3.8021218545,12.796302539,11.77945177,0.0002955055,0.1127784055,0.000325478,0.0001198345,0.201008989,0.000611236,0.046316854,0.0002326445,0.3718764465,10.8601949865,14.76890457,0.001833146,0.1911123595,0.2098195515,0.0001268595,0.001139256,0.007076767,0.0006008265,0.0013654745
"CP Peribacteria",4.118094444,7.011708333,4.407902778,3.419816667,4.454316667,0.586555556,19.12627778,0.4279,0.146663889,34.75966389,0.629,34.01613333,0.331933333,4.943091667,2.973325,5.874680556,0.896597222,35.81115,20.08918611,0.259427778,0.500483333,0.153472222,0.381944444,0.718125
"CP Perigrinibacteria",1.34936015,2.259266165,1.116081955,0.913733835,1.216606767,0.041948872,10.52387143,0.008006015,0.005083459,10.5549188,0.027615038,4.511717293,0.021579699,1.529515038,0.833966165,1.584018045,0.104585714,10.26724286,5.809211278,0.018951128,0.040769925,0.011181203,0.018548872,0.037104511
"CP Rokubacteria",8.697953982,16.547270986,8.511302271,5.385332332,8.8184813735,0.281494364,51.354194785,0.2269860475,0.167197339,33.109395985,0.2710430795,22.16958462,0.170665168,8.2860119185,6.678887786,7.5860891805,0.623038028,43.95161609,23.912678205,0.13827454,0.1049988705,0.1538695755,0.198113683,0.1166948495
"CP Saccharibacteria",1.152971429,28.81425714,3.020142857,4.170142857,13.6849,1.299457143,0.825,2.0258,0.000757143,0.003157143,0.001442857,0.003942857,0.001171429,0.462128571,1.139271429,13.69404286,0.121171429,0.719628571,0.350657143,2.4055,0.439857143,1.196785714,0.894342857,2.235442857
"CP Shapirobacteria",8.4032658475,14.9815076355,16.280414481,27.23308288,19.901520377,0.011120384,0.025447836,0.000298425,0.0001744095,0.021994603,0.241551137,0.0796389765,0.0438487015,2.354262946,28.15933812,21.129099725,0.103981672,0.0389584825,0.4722587715,0.025698829,0.012585873,0.119452059,0.061306076,0.0646548005
"CP Staskawiczbacteria",2.014937681,2.23753913,1.839207971,1.234049275,1.45960942,0.558127536,6.306102899,0.493778986,0.169794203,10.40757319,0.420132609,6.386502899,0.344228261,2.42797971,1.598776087,1.949357246,0.472522464,12.95502464,4.33528913,0.547073913,0.612631884,0.546302899,0.584717391,0.832721014
"CP Tanganyikabacteria",4.22430572533333,3.533216401,3.48824874766667,3.51760018233333,2.387413564,8.296557499,5.324831844,6.633785979,9.12339283866667,0.893794366333333,14.5239497046667,0.524701583333333,7.25768224766667,4.14586370766667,1.817369637,2.11979966033333,3.06427599933333,2.81905447866667,7.89406281266667,2.521650385,0.678953644,3.86158858766667,3.27092662433333,0.870014368
"CP Tectomicrobia",0.992606378,4.53889,1.946960079,1.028218268,3.149265591,0.050961496,9.714302992,0.003226063,0.002096063,7.524327717,0.022711811,8.307333543,0.002595669,2.102809685,1.962137717,1.622142992,0.186171339,11.71474205,2.838856693,0.002638976,0.011571496,0.003107402,0.008609449,0.002214094
"CP TM6",5.39210093366667,3.500227789,3.00327329733333,3.30270055466667,2.53748173966667,9.22986752233333,3.834866562,8.625931607,2.66731706366667,7.85528199666667,6.69921577366667,3.365111433,6.16291141,4.424488683,2.454817766,2.37539021,3.301843676,3.82441762466667,1.64796249533333,5.95545296533333,11.7025526496667,5.135849857,4.98015919066667,5.82631161433333
"CP Urhbacteria",2.315266592,2.324020759,1.433006349,0.9590670135,1.253746602,0.0406397325,8.8479168155,0.018204985,0.00621565,2.8481491815,0.0234840275,0.6455812255,0.0273313245,1.7117460565,1.0972630955,1.767012996,0.0633405755,12.968881895,6.2974595735,0.016130109,0.0297250745,0.0142365575,0.026944469,0.0213239085
"CP WWE1",11.984610079,11.357630417,11.014711483,19.27028122,20.08620529,0.002904241,0.0124936,0.0004256785,0.0003414635,0.000787961,0.0002366845,0.0001728225,6.5505e-05,2.535016002,19.537573605,20.813771815,0.000421145,0.001333105,0.1904419165,0.0005903235,0.000659454,0.0017786355,0.001007479,0.0005029495
"CP WWE3",0.536221101,8.372916055,1.267895413,6.439365596,8.871359174,0.027583486,0.038695872,0.006457798,0.001495413,0.03360367,0.02189633,0.045098624,0.021047248,0.132550917,4.480683028,11.84482064,0.005420642,0.009493119,0.036348624,0.004116055,0.011513761,0.016654587,0.012531651,0.00998211
"CP Ziwabacteria",24.248419625,2.5182119945,7.055499073,3.7751941565,4.4479359605,0.030348716,0.1343552185,0.0247255685,0.023590903,0.1533007095,0.026379276,0.097612558,0.0288783615,5.2067303825,7.405644534,4.2368540515,0.021147325,0.0819652345,5.390700934,0.035837911,0.0417636605,0.1211426725,0.031721968,0.027665993
"CP Zixibacteria",0.670291647,1.339744316,0.764303944,0.550565661,0.955195824,0.08887239,4.190913225,0.008809281,0.007560093,10.56856241,0.04243109,11.60905499,0.008285847,1.109064269,1.110081439,1.068116473,0.226516937,3.999964501,1.286560789,0.003907889,0.004456381,0.008381903,0.009469606,0.001637819
"Cyanobacteria",113.907638087813,185.8340227665,164.266592470563,148.710304129563,116.529900653188,292.140663961312,114.6350250455,481.081904277875,332.890316122375,2.7260961126875,278.164608919188,7.3797826880625,342.453427162812,224.837812033313,97.8908442929375,111.4725981505,236.305805584813,89.7290644183125,66.483294640375,348.834967769813,76.265699137125,204.927477209937,166.759087961375,184.927867037062
"Deltaproteobacteria",14.8346701957561,14.4449220983659,13.1123420295366,14.0308390127073,17.4115929570732,2.33471225614634,4.50322628992683,2.23718951909756,1.11184481504878,7.60016389948781,1.17316118839024,8.42778074053659,1.00900460219512,6.0777740414878,16.3390048411707,16.334139677561,1.26293468243902,4.74306929887805,5.03921442709756,0.621176407048781,0.206844988512195,0.594703675853659,0.629604624243902,0.359046868512195
"Diapherotrites",0.982212903,1.089908065,0.819296774,0.489062903,0.558024194,0.012332258,2.925919355,0.00068871,0,5.910867742,0.006667742,2.005477419,0.009369355,1.899337097,1.497308065,1.554612903,0.090982258,12.95706129,5.531551613,0.012298387,0.020601613,0.005709677,0.010195161,0.028891935
"Euryarchaeota",18.275693257,27.5536718526667,12.539836312,20.025460201,25.6455756526667,24.614124899,4.75449063566667,19.8496677866667,5.50578913233333,1.13932501633333,13.2230463036667,2.57906383733333,14.8046043946667,18.7104856686667,26.5631132583333,35.484475359,13.0717668556667,4.24128066033333,2.74608004,34.4131574216667,61.4343285896667,30.1596841953333,26.863133662,29.5339744716667
"Fibrobacteres acidobacteria",3.6766501077,8.7476008834,4.5943900119,7.6090105276,7.5923825602,3.1496946559,4.9029466401,3.412954244,2.8019963034,8.3187234483,3.2791368659,11.7029758449,3.8211786056,5.8583300444,9.7460672316,13.0008089062,4.8332077536,6.1183051322,3.7144702531,1.6151279198,1.025828779,1.219647085,2.777915688,1.9237086734
"Firmicutes",28.295944901,10.774281868,21.9799155975,11.4177801445,12.3718616275,1.1437734385,0.3888177085,1.297339976,1.441039792,0.401692846,2.3797531195,0.2454896545,2.487033961,9.9406823185,22.1059202845,11.8263680935,0.6775329415,0.425634366,1.4067713095,1.103620268,4.210456673,1.6861639385,1.101778438,2.6533208575
"Gammaproteobacteria",24.2614125140952,19.4067582760952,18.3998570202857,19.229472566619,13.8288475929524,31.3080738864762,31.657096829381,37.8240781230952,18.4233203030952,28.5526794878571,27.3221349780952,26.1348022335238,23.0101610434286,26.2243570833333,13.7707935211905,19.0664596094286,22.1165640905238,30.3534544225238,25.6064980974762,35.1688731956667,26.1874537410476,29.9126678320476,37.4238034119048,39.7279144282381
"Gemmatimonadetes",12.80954369775,8.261383517875,8.964268503625,8.948633371125,6.571522500375,12.817783391625,8.939392101375,15.357241123,16.527147997125,5.91474385325,21.620567696625,9.066798455125,18.073734924,10.869484365625,6.606915056125,9.051937548125,10.366699328875,8.02184420775,11.898996280875,15.732404606,14.197852484375,14.661854853,20.422919423875,19.296795887875
"Ignavibacteria",111.661886570222,56.7344003115556,73.4619550562222,75.2438547928889,55.1914391693333,160.630398303,40.6608749108889,129.609146376556,62.138438182,7.13769889222222,102.779407457333,15.5661066437778,131.572279682,91.2042749356667,77.3383906953333,68.1042027932222,66.490370455,26.5392340537778,34.5454978804444,99.6864717172222,109.440391744444,93.1014577012222,85.7673981295556,108.272486829333
"Kirimatiellacea",13.00568529,1.513088699,4.420993603,1.316544136,1.839042431,0.006656077,0.021054371,0.006085075,0.004777825,0.064559915,0.005373561,0.014685288,0.016460981,4.281529424,3.181666951,1.429292964,0.00444371,0.005467591,0.127036034,0.047058209,0.229404904,0.082185714,0.066850107,0.055566098
"Lentisphaerae",18.610819443,12.0598327975,13.50596502725,28.6263463175,20.4341104175,0.10352876375,0.12923891125,0.0985306125,0.0525213615,0.15295075225,0.07143200675,0.18921273875,0.071887948,3.04028575825,33.1790114925,25.31062724,0.07291718,0.10614499975,0.4759036235,0.08310505375,0.066458085,0.129057089,0.101138711,0.066303354
"Nitrospirae",18.469691634,27.9076264021,15.504475338,18.1716050735,28.3460517879,1.843251541,44.2644895174,1.5845699765,0.89747403,93.1896140361,1.6519451065,73.5467269577,1.370683104,18.6809894972,22.0371244897,32.0503862635,5.4619503355,69.2035107698,55.9826926103,1.2147391941,0.9897513344,0.6174921406,2.3519621256,1.5184791198
"Pacearchaeota",7.219720272,6.79907905916667,5.63020174066667,6.3086387235,7.728259001,0.171172182166667,6.8331850835,0.105794801833333,0.0595946553333333,22.8952181208333,0.259309334833333,14.6426925458333,0.146548494666667,3.80305049583333,7.26856074833333,9.154466562,0.306707273166667,17.5111976205,4.11183632116667,0.102198999166667,0.276325996833333,0.0827048788333333,0.126565103833333,0.302571345833333
"Parvarchaeota",6.765683137,0.896292157,1.143890588,0.617848627,1.28342,0.00161451,0.137187059,0,0,0.169883137,0,0.004843137,0,2.75223098,1.118853725,1.210888627,0,0.012131765,9.109948627,0.000194118,0.009023137,0.001666275,9.25e-05,0.000197647
"Planctomycetes",25.7155381072619,19.5313902758095,17.9428390789286,18.2841147682143,14.9937639996667,24.019070813119,27.6434653924524,28.7437572015,23.8648179039762,25.7233747028095,28.4535714537143,30.7675474229762,25.8749138122857,22.7006833215,17.4312235596905,18.7243404399048,15.9170428280476,22.7054195305714,25.5382147921667,17.349929735881,7.05204339745238,14.1286207174524,18.020804027,11.7532311448571
"Poribacteria",5.841349861,5.18998735933333,3.59998119633333,5.40837152733333,6.69403765966667,0.400402702,0.868922982333333,0.503383371333333,0.301799962,2.200056672,0.441304426333333,0.808650003333333,0.856993421666667,2.26454171933333,7.703771155,5.794533259,0.209259830666667,0.974704803333333,9.143525587,0.384732491333333,0.540224242666667,0.336720733333333,0.362128868666667,0.345752287333333
"Thaumarchaeota",141.218570048833,113.667163961667,83.9642858246667,49.8274229528333,87.095375229,15.0893059155,254.195887271667,10.8777549933333,5.20604187883333,651.852024443333,17.1440607623333,524.869217957,11.4445460875,164.913043860667,81.7932525045,116.037227996167,32.7653346375,500.172266933333,271.51950986,7.6212259925,8.64807058666667,4.41601373233333,15.6403187883333,17.3604966536667
"Verrucomicrobia",20.7872727817143,19.910082958,18.3050553881429,19.387552584,14.6323606836667,37.132455775381,26.2552626632857,39.4177453959524,39.7721385377619,25.0147074699048,49.6040216727143,24.6026670739524,38.6898237689524,28.628954252,21.119342798619,24.335127155,24.4532566359524,24.4405841932857,15.1921651077619,31.1925853777143,15.7191232429048,26.9366508323333,31.764944427619,23.8567549465238
"Verstraetaerchaeota",1.391734146,21.3444122,3.038990244,13.44269756,18.98542683,9e-04,0.001607317,0,0,0,0,0,0,0.366995122,11.51284634,32.98607317,3.17e-05,0.000495122,0.028507317,0.000141463,5.61e-05,5.12e-05,0,8.05e-05
"Woesearchaeota",0.9506413525,3.785509375,0.7461980565,3.575955695,5.775114638,0.649314113,0.4582229935,0.6422119645,0.3172949835,0.4256656945,0.5223829765,0.3638502215,0.387547222,0.7579685555,2.969094142,6.977268795,0.351999926,0.301760118,5.3240901975,0.360949185,0.4462148085,0.3254635715,0.373226038,0.269028809
"WOR-2 Omnitrophica",6.023183949125,5.850642477875,5.961713949375,9.635036402875,10.06032471175,0.00112099825,0.022680141,7.2495125e-05,1.11125e-05,0.0148333875,3.314525e-05,0.000181852,0.000160218875,2.143799596375,12.340816361375,12.026855124375,0.000339371625,0.003726109875,0.450157129875,0.000710405625,0.000908860125,0.0025679255,0.000622356375,0.000830333375
"WOR-3",8.22554246525,8.2012928635,9.2990039805,10.96828330375,11.82110673075,0.005696027,0.0247311855,0.0044989545,0.00277547675,0.0117698245,0.0030153345,0.0100339855,0.004443,1.953901842,15.00916770875,14.7608698625,0.00257482225,0.0087122665,0.336020651,0.005736782,0.0066502035,0.01948766425,0.00457799925,0.0059844565
